timestamp,NO,NO2,O3,PM10,PM2.5
2023-01-06 07:00:00,27.995,26.735,8.1075,9.5,7.983333333333333
2023-01-06 08:00:00,32.980000000000004,29.3925,7.2575,9.14,7.133333333333333
2023-01-06 09:00:00,34.595,31.14,7.494999999999999,10.686666666666667,8.163333333333334
2023-01-06 10:00:00,18.2225,23.9625,14.94,9.21,7.32
2023-01-06 11:00:00,10.4575,19.59,21.47,7.59,6.21
2023-01-06 12:00:00,9.08,16.86,25.8475,6.91,5.583333333333333
2023-01-06 13:00:00,12.4425,18.97,29.0375,7.336666666666666,5.010000000000001
2023-01-06 14:00:00,11.385,21.0475,31.1275,5.743333333333333,4.163333333333333
2023-01-06 15:00:00,11.5075,24.0275,33.4725,5.336666666666666,3.573333333333333
2023-01-06 16:00:00,12.9075,23.8225,30.9325,6.1066666666666665,4.206666666666667
2023-01-06 17:00:00,9.215,21.4,32.15,7.12,5.25
2023-01-06 18:00:00,6.994999999999999,22.5,31.1475,7.433333333333334,5.896666666666667
2023-01-06 19:00:00,5.455,24.7275,25.6975,8.646666666666667,7.196666666666666
2023-01-06 20:00:00,4.4525,23.9725,25.385,8.450000000000001,7.31
2023-01-06 21:00:00,4.907500000000001,23.6075,24.9525,8.836666666666666,7.713333333333334
2023-01-06 22:00:00,4.0475,25.155,18.2375,10.986666666666666,9.683333333333334
2023-01-06 23:00:00,6.305,24.0375,21.4175,10.156666666666666,8.713333333333333
2023-01-07 00:00:00,5.4575000000000005,22.7875,20.1775,10.693333333333332,9.356666666666667
2023-01-07 01:00:00,4.6725,22.44,15.9425,11.083333333333334,9.866666666666667
2023-01-07 02:00:00,4.1,16.439999999999998,19.575,10.236666666666666,9.126666666666669
2023-01-07 03:00:00,8.34,15.8625,21.675,8.81,7.746666666666667
2023-01-07 04:00:00,3.9625,12.2225,26.9725,7.776666666666666,6.633333333333333
2023-01-07 05:00:00,5.074999999999999,14.0675,25.9425,7.573333333333333,6.359999999999999
2023-01-07 06:00:00,6.25,15.5125,22.5075,7.856666666666666,6.753333333333333
2023-01-07 07:00:00,8.4225,17.59,23.495,7.8066666666666675,6.489999999999999
2023-01-07 08:00:00,5.0525,16.1725,26.8875,8.553333333333333,7.326666666666667
2023-01-07 09:00:00,7.880000000000001,16.7275,30.82,9.273333333333332,7.873333333333332
2023-01-07 10:00:00,9.685,15.2575,36.8325,10.78,9.3
2023-01-07 11:00:00,7.42,10.9175,40.755,10.293333333333337,9.046666666666669
2023-01-07 12:00:00,6.215,10.3075,42.655,10.043333333333331,8.636666666666667
2023-01-07 13:00:00,7.1325,13.1825,40.06,9.85,8.536666666666667
2023-01-07 14:00:00,7.815,16.9275,35.2225,10.55,8.906666666666666
2023-01-07 15:00:00,9.495,19.625,30.5775,10.31,8.736666666666666
2023-01-07 16:00:00,9.025,25.415,25.36,10.566666666666666,9.143333333333333
2023-01-07 17:00:00,7.3875,26.215,22.6225,11.066666666666668,9.6
2023-01-07 18:00:00,7.8375,26.14,21.1675,11.916666666666666,10.516666666666667
2023-01-07 19:00:00,13.33,26.6725,24.38,13.506666666666668,11.92
2023-01-07 20:00:00,13.53,27.265,24.32,13.42,11.943333333333332
2023-01-07 21:00:00,14.82,26.7575,24.6525,12.603333333333332,11.006666666666666
2023-01-07 22:00:00,8.9125,22.745,25.6425,11.496666666666668,10.12
2023-01-07 23:00:00,12.025,22.2675,25.655,11.036666666666669,9.62
2023-01-08 00:00:00,11.2475,21.7175,25.195,10.573333333333332,9.36
2023-01-08 01:00:00,8.3325,19.8925,25.4775,9.95,8.643333333333333
2023-01-08 02:00:00,6.66,18.1825,27.42,8.693333333333333,7.57
2023-01-08 03:00:00,5.6675,16.942500000000003,24.630000000000003,7.44,6.333333333333333
2023-01-08 04:00:00,5.0025,16.925,26.0,7.013333333333333,5.786666666666666
2023-01-08 05:00:00,5.645,22.6275,24.9,6.946666666666666,5.633333333333333
2023-01-08 06:00:00,4.5675,21.0725,33.115,7.34,5.87
2023-01-08 07:00:00,4.415,18.9625,28.925,7.016666666666667,5.763333333333333
2023-01-08 08:00:00,7.445,21.4475,23.4525,6.3566666666666665,5.13
2023-01-08 09:00:00,14.88,28.9625,22.3775,7.140000000000001,5.739999999999999
2023-01-08 10:00:00,10.785,25.105,36.5325,7.153333333333333,5.723333333333334
2023-01-08 11:00:00,9.445,24.455,35.9825,6.763333333333333,5.466666666666666
2023-01-08 12:00:00,10.2575,24.1975,29.2175,7.6,6.16
2023-01-08 13:00:00,9.335,23.37,31.535,8.106666666666667,6.823333333333333
2023-01-08 14:00:00,13.7,29.395,27.7825,8.286666666666667,6.816666666666666
2023-01-08 15:00:00,10.655,33.5975,22.28,9.303333333333336,7.846666666666667
2023-01-08 16:00:00,16.002499999999998,40.11,15.065,11.423333333333332,9.7
2023-01-08 17:00:00,16.38,38.45,18.91,11.160000000000002,9.726666666666668
2023-01-08 18:00:00,13.5275,37.625,16.9075,11.183333333333332,9.85
2023-01-08 19:00:00,13.5125,44.715,6.8100000000000005,12.603333333333332,11.616666666666667
2023-01-08 20:00:00,11.9625,34.989999999999995,14.9875,13.193333333333332,12.23
2023-01-08 21:00:00,6.215,27.2125,20.7925,12.85,12.15
2023-01-08 22:00:00,3.8225,17.0825,37.84,9.413333333333334,8.566666666666668
2023-01-08 23:00:00,1.77,11.585,46.875,5.233333333333333,4.386666666666667
2023-01-09 00:00:00,1.1325,10.0125,48.78,7.87,7.07
2023-01-09 01:00:00,0.575,3.8875,67.0975,2.4066666666666667,1.5433333333333332
2023-01-09 02:00:00,0.995,5.0600000000000005,66.60249999999999,2.51,1.4800000000000002
2023-01-09 03:00:00,1.1725,4.0475,78.6375,2.273333333333333,1.2699999999999998
2023-01-09 04:00:00,1.945,6.295,77.075,2.083333333333333,1.1666666666666667
2023-01-09 05:00:00,5.4425,12.9125,74.2025,2.16,1.2633333333333334
2023-01-09 06:00:00,8.82,16.674999999999997,68.85249999999999,2.99,1.6833333333333331
2023-01-09 07:00:00,6.855,15.017499999999998,69.7175,4.59,2.3866666666666667
2023-01-09 08:00:00,11.215,19.205,65.7325,4.116666666666666,2.34
2023-01-09 09:00:00,12.6125,19.31,65.015,6.583333333333333,2.72
2023-01-09 10:00:00,9.3225,15.69,66.975,6.363333333333333,2.686666666666666
2023-01-09 11:00:00,6.6275,13.755,67.0175,5.966666666666666,2.893333333333333
2023-01-09 12:00:00,5.8775,13.005,66.2225,4.173333333333333,2.3866666666666667
2023-01-09 13:00:00,5.405,12.09,67.485,4.013333333333333,2.2533333333333334
2023-01-09 14:00:00,9.2025,15.485,63.93,4.19,2.3866666666666667
2023-01-09 15:00:00,7.21,14.9325,64.19749999999999,3.84,2.1633333333333336
2023-01-09 16:00:00,5.0275,15.585,60.9575,2.6766666666666663,1.7899999999999998
2023-01-09 17:00:00,6.5125,15.345,61.155,2.9766666666666666,2.0
2023-01-09 18:00:00,3.2,10.36,66.925,3.103333333333333,2.2133333333333334
2023-01-09 19:00:00,3.1675,9.31,66.69500000000001,2.793333333333333,1.9866666666666664
2023-01-09 20:00:00,2.2325,8.38,66.7075,2.94,2.1466666666666665
2023-01-09 21:00:00,1.7925,7.7325,65.8875,2.9233333333333333,2.11
2023-01-09 22:00:00,1.6725,6.5875,66.195,2.4133333333333336,1.6666666666666667
2023-01-09 23:00:00,0.545,5.3825,65.75,2.026666666666667,1.2866666666666666
2023-01-10 00:00:00,1.4474999999999998,6.04,63.81,2.536666666666666,1.74
2023-01-10 01:00:00,0.385,4.0925,65.5175,3.1166666666666667,2.1666666666666665
2023-01-10 02:00:00,0.945,4.66,66.41499999999999,4.53,2.9066666666666667
2023-01-10 03:00:00,1.88,5.7575,67.42,4.5200000000000005,3.0866666666666664
2023-01-10 04:00:00,4.5725,13.305,59.67,4.696666666666666,3.2099999999999995
2023-01-10 05:00:00,6.930000000000001,18.7575,54.915,4.753333333333333,3.233333333333333
2023-01-10 06:00:00,14.7175,25.065,50.760000000000005,5.036666666666666,3.3666666666666667
2023-01-10 07:00:00,9.5975,26.3575,48.0675,5.253333333333333,3.516666666666667
2023-01-10 08:00:00,11.7275,21.67,51.975,4.8,3.02
2023-01-10 09:00:00,12.4425,22.3,51.025,6.293333333333334,3.283333333333333
2023-01-10 10:00:00,7.227500000000001,15.7425,54.985,5.79,3.273333333333333
2023-01-10 11:00:00,6.817500000000001,13.745,59.7275,5.45,3.286666666666666
2023-01-10 12:00:00,9.9,16.6425,59.775,6.613333333333333,3.436666666666667
2023-01-10 13:00:00,6.8525,14.5275,60.7175,6.253333333333333,3.356666666666667
2023-01-10 14:00:00,11.5925,20.24,55.25749999999999,7.54,3.473333333333333
2023-01-10 15:00:00,11.9875,28.87,44.515,6.983333333333333,3.893333333333333
2023-01-10 16:00:00,11.205,43.25,26.6075,8.516666666666667,5.326666666666667
2023-01-10 17:00:00,11.1725,44.3775,24.29,9.386666666666668,5.746666666666667
2023-01-10 18:00:00,4.7475000000000005,34.935,29.7025,9.016666666666667,5.56
2023-01-10 19:00:00,3.955,22.775,44.3325,7.083333333333333,4.883333333333334
2023-01-10 20:00:00,2.305,12.985,55.8,4.903333333333333,3.4433333333333334
2023-01-10 21:00:00,3.585,14.895,52.8375,5.166666666666667,3.5
2023-01-10 22:00:00,2.08,12.78,53.5825,4.63,3.313333333333333
2023-01-10 23:00:00,1.6825,9.6825,56.5675,4.346666666666667,2.793333333333333
2023-01-11 00:00:00,4.7725,10.535,57.4175,4.266666666666667,2.76
2023-01-11 01:00:00,1.4825,9.2525,58.1325,3.856666666666667,2.526666666666667
2023-01-11 02:00:00,3.54,8.895,59.405,3.56,2.3366666666666664
2023-01-11 03:00:00,2.7575000000000003,9.4625,58.52,3.62,2.313333333333333
2023-01-11 04:00:00,8.4725,15.1775,53.1325,3.796666666666667,2.27
2023-01-11 05:00:00,22.82,27.325,42.705,4.463333333333334,2.5033333333333334
2023-01-11 06:00:00,24.195,32.74,34.82,4.846666666666667,2.813333333333333
2023-01-11 07:00:00,21.51,36.8125,30.6675,6.246666666666666,3.106666666666667
2023-01-11 08:00:00,31.715,40.085,29.9825,8.513333333333334,3.703333333333333
2023-01-11 09:00:00,22.7125,38.2125,30.69,10.96,4.38
2023-01-11 10:00:00,17.762500000000003,31.995,35.42,8.36,3.49
2023-01-11 11:00:00,16.33,33.1625,32.675,6.886666666666667,3.9033333333333338
2023-01-11 12:00:00,11.7025,25.865,39.725,5.973333333333334,3.4066666666666667
2023-01-11 13:00:00,7.505,19.33,44.8625,5.173333333333333,2.87
2023-01-11 14:00:00,8.0125,21.365,39.995,5.173333333333333,3.0400000000000005
2023-01-11 15:00:00,15.51,26.71,35.235,5.8566666666666665,3.96
2023-01-11 16:00:00,9.3325,20.3225,40.2975,4.156666666666667,3.0500000000000003
2023-01-11 17:00:00,7.51,22.7025,37.0925,4.390000000000001,3.4133333333333336
2023-01-11 18:00:00,4.699999999999999,15.595,52.9125,4.25,3.266666666666667
2023-01-11 19:00:00,2.3025,11.21,58.0725,3.486666666666667,2.523333333333333
2023-01-11 20:00:00,2.16,11.3725,58.395,3.713333333333333,2.69
2023-01-11 21:00:00,2.7925,12.8625,56.0375,4.066666666666666,3.01
2023-01-11 22:00:00,3.625,15.8725,52.055,4.266666666666667,3.06
2023-01-11 23:00:00,1.125,7.3375,59.36749999999999,4.696666666666666,3.42
2023-01-12 00:00:00,1.34,7.1425,61.8575,4.973333333333334,3.4966666666666666
2023-01-12 01:00:00,1.0825,7.825,58.5925,4.9,3.5033333333333334
2023-01-12 02:00:00,2.4075,8.85,59.4175,5.093333333333334,3.526666666666667
2023-01-12 03:00:00,4.4325,15.5725,53.0725,5.1866666666666665,3.536666666666666
2023-01-12 04:00:00,10.395,19.4475,48.9025,5.933333333333334,3.796666666666667
2023-01-12 05:00:00,6.680000000000001,16.2475,53.04,6.096666666666667,3.9333333333333336
